OPE ID,School,State,Zip Code,School Type,PROCESSED IN Q2 Dependent Students,PROCESSED IN Q2 Independent Students,PROCESSED IN Q2 Quarterly Total,AWARD YEAR TO DATE Dependent Students,AWARD YEAR TO DATE Independent Students,AWARD YEAR TO DATE Award Year To Date Total
3007100,HOT SPRINGS BEAUTY COLLEGE              ,AR,71901-5432,Proprietary  ,17,39,56,32,60,92
3023400,ARKANSAS COLLEGE OF BARBERING           ,AR,72114-5615,Proprietary  ,12,39,51,24,63,87
3063300,NORTHWEST ARKANSAS COMMUNITY COLLEG     ,AR,72712-5190,Public       ,742,740,"1,482","1,635","1,247","2,882"
3066302,BRYAN UNIVERSITY - ROGERS               ,AR,72756-1825,Proprietary  ,0,0,0,5,5,10
3105200,BAPTIST HEALTH COLLEGE LITTLE ROCK      ,AR,72210-2820,Private      ,94,257,351,215,480,695
3124900,IMAGINE -  PAUL MITCHELL PARTNER SCHOOL ,AR,72117-2516,Proprietary  ,49,78,127,90,139,229
3214300,VELVATEX COLLEGE OF BEAUTY CULTURE      ,AR,72202-5452,Proprietary  ,5,13,18,8,18,26
3855300,ECCLESIA COLLEGE                        ,AR,72762-8159,Private      ,23,15,38,51,22,73
3997300,ARKANSAS BEAUTY COLLEGE                 ,AR,72801-3741,Proprietary  ,15,26,41,29,39,68
4183100,WASHINGTON BARBER COLLEGE               ,AR,72201-3432,Proprietary  ,6,22,28,10,30,40
4183400,SALON PROFESSIONAL ACADEMY (THE)        ,AR,72116-7310,Proprietary  ,24,35,59,41,60,101
4203400,ARKANSAS STATE UNIVERSITY - NEWPORT     ,AR,72112-9073,Public       ,243,407,650,498,691,"1,189"
4220000,DESIGNER BARBER & STYLIST SCHOOL        ,AR,72903-3753,Proprietary  ,13,30,43,22,46,68
4238900,"BEAUTY SCHOOL, (THE)                    ",AR,72653-3275,Proprietary  ,1,4,5,2,6,8
4241800,ACADEMY OF PROFESSIONAL COSMETOLOGY     ,AR,72756-2084,Proprietary  ,35,32,67,70,62,132
4241900,RIVER VALLEY SCHOOL OF MASSAGE          ,AR,72802-2310,Proprietary  ,2,13,15,4,18,22
4247600,NEW BEGINNINGS BEAUTY ACADEMY           ,AR,71601-5257,Proprietary  ,2,16,18,4,27,31
4254400,ARKANSAS STATE UNIVERSITY-MOUNTAIN HOME ,AR,72653-5326,Public       ,170,234,404,381,406,787
4256800,ARKANSAS COLLEGES OF HEALTH EDUCATION   ,AR,72916-6024,Private      ,9,509,518,42,719,761
4270100,DELTA DESIGNS COSMETOLOGY SCHOOL        ,AR,72396-1602,Proprietary  ,0,4,4,2,5,7
4272400,NORTHERN TECHNICAL COLLEGE              ,AR,71601-6835,Proprietary  ,9,22,31,17,35,52
4274100,ARKANSAS WELDING ACADEMY                ,AR,72076-2302,Proprietary  ,34,30,64,65,46,111
4276100,CHAMPION CHRISTIAN COLLEGE              ,AR,71913-3531,Private      ,25,16,41,49,24,73
4280600,GOODFELLAS BARBER COLLEGE               ,AR,72204-6332,Proprietary  ,5,22,27,14,26,40
4296800,JACKSON THEOLOGICAL SEMINARY            ,AR,72114-0000,Private      ,0,13,13,0,19,19
133900,CORBAN UNIVERSITY                       ,OR,97317-9392,Private      ,347,121,468,"1,118",234,"1,352"
318600,BLUE MOUNTAIN COMMUNITY COLLEGE         ,OR,97801-0000,Public       ,318,241,559,723,422,"1,145"
318800,CENTRAL OREGON COMMUNITY COLLEGE        ,OR,97703-5998,Public       ,923,746,"1,669","2,087","1,165","3,252"
318900,CLATSOP COMMUNITY COLLEGE               ,OR,97103-3698,Public       ,118,138,256,252,211,463
319300,EASTERN OREGON UNIVERSITY               ,OR,97850-2807,Public       ,821,619,"1,440","2,499","1,179","3,678"
319400,GEORGE FOX UNIVERSITY                   ,OR,97132-2697,Private      ,"1,170",672,"1,842","4,374","1,323","5,697"
319600,LANE COMMUNITY COLLEGE                  ,OR,97405-0640,Public       ,"1,505","1,465","2,970","3,099","2,465","5,564"
319700,LEWIS & CLARK COLLEGE                   ,OR,97219-7899,Private      ,"1,312",949,"2,261","5,517","1,784","7,301"
319800,LINFIELD UNIVERSITY                     ,OR,97128-6894,Private      ,830,292,"1,122","3,007",600,"3,607"
320300,MOUNT ANGEL SEMINARY                    ,OR,97373-9700,Private      ,1,5,6,4,5,9
320400,MOUNT HOOD COMMUNITY COLLEGE            ,OR,97030-3300,Public       ,922,933,"1,855","2,106","1,799","3,905"
320600,MULTNOMAH UNIVERSITY                    ,OR,97220-5898,Private      ,152,155,307,424,300,724
320700,PACIFIC NORTHWEST COLLEGE OF ART AT WILL,OR,97301-3930,Private      ,241,126,367,691,207,898
320800,BUSHNELL UNIVERSITY                     ,OR,97401-3727,Private      ,261,209,470,766,376,"1,142"
320900,WESTERN OREGON UNIVERSITY               ,OR,97361-1394,Public       ,"1,478",615,"2,093","4,934","1,241","6,175"
321000,OREGON STATE UNIVERSITY                 ,OR,97331-8507,Public       ,"11,413","6,252","17,665","37,568","10,820","48,388"
321100,OREGON INSTITUTE OF TECHNOLOGY          ,OR,97601-8801,Public       ,"1,238",556,"1,794","4,081","1,075","5,156"
321200,PACIFIC UNIVERSITY                      ,OR,97116-1797,Private      ,943,"1,099","2,042","3,488","2,258","5,746"
321300,PORTLAND COMMUNITY COLLEGE              ,OR,97219-7132,Public       ,"3,420","4,556","7,976","7,399","7,819","15,218"
321600,PORTLAND STATE UNIVERSITY               ,OR,97207-0000,Public       ,"5,079","4,950","10,029","14,526","8,865","23,391"
321700,REED COLLEGE                            ,OR,97202-8199,Private      ,975,177,"1,152","4,482",333,"4,815"
321800,CHEMEKETA COMMUNITY COLLEGE             ,OR,97309-1500,Public       ,"1,664","1,459","3,123","4,080","2,731","6,811"
321900,SOUTHERN OREGON UNIVERSITY              ,OR,97520-5010,Public       ,"1,217",670,"1,887","4,070","1,470","5,540"
322000,SOUTHWESTERN OREGON COMMUNITY CLG       ,OR,97420-2956,Public       ,328,276,604,768,505,"1,273"
322100,TREASURE VALLEY COMMUNITY COLLEGE       ,OR,97914-3423,Public       ,300,232,532,638,387,"1,025"
322200,UMPQUA COMMUNITY COLLEGE                ,OR,97470-0226,Public       ,315,439,754,824,916,"1,740"
322300,UNIVERSITY OF OREGON                    ,OR,97403-1226,Public       ,"11,825","2,864","14,689","41,208","5,698","46,906"
322400,UNIVERSITY OF PORTLAND                  ,OR,97203-5798,Private      ,"2,146",536,"2,682","8,096","1,114","9,210"
322500,WARNER PACIFIC UNIVERSITY               ,OR,97215-4099,Private      ,234,266,500,599,515,"1,114"
322700,WILLAMETTE UNIVERSITY                   ,OR,97301-3930,Private      ,899,494,"1,393","4,093",813,"4,906"
487800,CLACKAMAS COMMUNITY COLLEGE             ,OR,97045-7998,Public       ,918,873,"1,791","1,981","1,459","3,440"
488200,OREGON HEALTH & SCIENCE UNIVERSITY      ,OR,97239-0000,Public       ,391,"1,517","1,908","1,279","2,998","4,277"
693800,LINN BENTON COMMUNITY COLLEGE           ,OR,97321-3774,Public       ,"1,100",779,"1,879","2,563","1,373","3,936"
717800,WESTERN SEMINARY                        ,OR,97215-0000,Private      ,6,140,146,12,266,278
781900,ART INSTITUTE OF PORTLAND (THE)         ,OR,97209-2911,Proprietary  ,136,106,242,344,196,540
888700,CONCORDE CAREER INSTITUTE               ,OR,97232-2242,Proprietary  ,104,248,352,182,413,595
1012200,PHAGANS' MEDFORD BEAUTY SCHOOL          ,OR,97504-5297,Proprietary  ,29,46,75,47,79,126
1018200,ROGUE COMMUNITY COLLEGE                 ,OR,97527-0000,Public       ,533,816,"1,349","1,244","1,537","2,781"
1230900,UNIVERSITY OF WESTERN STATES            ,OR,97213-6655,Private      ,38,313,351,90,415,505
1234700,PHAGANS CENTRAL OREGON BEAUTY CLG       ,OR,97701-5175,Proprietary  ,34,58,92,65,97,162
1234800,PHAGANS BEAUTY COLLEGE                  ,OR,97333-4716,Proprietary  ,33,40,73,69,64,133
1235000,PHAGANS SCHOOL OF HAIR DESIGN           ,OR,97086-7721,Proprietary  ,43,82,125,86,153,239
1235100,PHAGANS SCHOOL OF BEAUTY                ,OR,97301-4732,Proprietary  ,33,54,87,74,92,166
1300800,SUMMIT SALON ACADEMY - PORTLAND         ,OR,97223-0000,Proprietary  ,31,38,69,58,66,124
2101000,NORTHWEST COLLEGE SCHOOL OF BEAUTY      ,OR,97086-7702,Proprietary  ,109,240,349,174,365,539
2101002,NORTHWEST COLLEGE                       ,OR,97007-3954,Proprietary  ,9,16,25,21,22,43
2104900,SUMNER COLLEGE                          ,OR,97224-7157,Proprietary  ,73,297,370,134,521,655
2106100,COLLEGE OF COSMETOLOGY                  ,OR,97601-0000,Proprietary  ,13,19,32,57,42,99
2154400,BEAU MONDE ACADEMY OF BARBERING AND COSM,OR,97232-1315,Proprietary  ,45,80,125,76,131,207
2159700,NEW HOPE CHRISTIAN COLLEGE              ,OR,97405-1194,Private      ,33,33,66,85,53,138
2311000,PAUL MITCHELL THE SCHOOL PORTLAND       ,OR,97205-3724,Proprietary  ,18,31,49,31,75,106
2337900,COLLEGE OF HAIR DESIGN CAREERS          ,OR,97301-0000,Proprietary  ,31,44,75,73,75,148
2534000,NATIONAL UNIVERSITY OF NATURAL MEDICINE ,OR,97201-4878,Private      ,28,257,285,63,438,501
2603700,OREGON COLLEGE OF ORIENTAL MEDICINE     ,OR,97209-2859,Private      ,12,72,84,35,138,173
3042500,CARRINGTON COLLEGE                      ,OR,97232-1302,Proprietary  ,83,200,283,174,326,500
3074500,EAST-WEST COLLEGE OF THE HEALING ARTS   ,OR,97232-2765,Proprietary  ,13,126,139,34,183,217
3185300,PHAGANS GRANTS PASS COLLEGE OF BTY      ,OR,97527-0000,Proprietary  ,18,32,50,30,51,81
3428300,KLAMATH COMMUNITY COLLEGE               ,OR,97603-7121,Public       ,210,402,612,481,598,"1,079"
3642300,INSTITUTE OF TECHNOLOGY                 ,OR,97305-1373,Proprietary  ,64,193,257,178,296,474
3642301,INSTITUTE OF TECHNOLOGY -               ,OR,97305-1373,Proprietary  ,25,59,84,83,114,197
4146500,PORTLAND ACTORS CONSERVATORY            ,OR,97209-4160,Private      ,16,27,43,32,40,72
4151900,COLUMBIA GORGE COMMUNITY COLLEGE        ,OR,97058-3434,Public       ,116,155,271,277,265,542
4167400,SAGE SCHOOL OF MASSAGE & ESTHETICS      ,OR,97703-4082,Proprietary  ,16,28,44,27,45,72
4171400,AVEDA INSTITUTE PORTLAND                ,OR,97209-3144,Proprietary  ,78,121,199,175,234,409
4194400,AMERICAN COLLEGE OF HEALTHCARE SCIENCES ,OR,97239-3914,Proprietary  ,68,546,614,176,846,"1,022"
4194900,TILLAMOOK BAY COMMUNITY COLLEGE         ,OR,97141-2807,Public       ,55,70,125,122,104,226
4251300,PACIFIC BIBLE COLLEGE                   ,OR,97501-5935,Private      ,5,23,28,15,36,51
4266300,JOHNNY MATTHEW'S HAIRDRESSING TRAINING S,OR,97301-9531,Proprietary  ,16,32,48,39,49,88
4283700,OREGON COAST COMMUNITY COLLEGE          ,OR,97366-4100,Public       ,110,139,249,282,229,511
4290700,PREMIERE AESTHETICS INSTITUTE           ,OR,97703-1964,Proprietary  ,22,41,63,39,54,93
137400,ALBERTUS MAGNUS COLLEGE                 ,CT,06511-1189,Private      ,435,238,673,"1,168",555,"1,723"
137800,CENTRAL CONNECTICUT STATE UNIV          ,CT,06050-2490,Public       ,"3,350","1,254","4,604","9,388","2,352","11,740"
137900,CONNECTICUT COLLEGE                     ,CT,06320-4196,Private      ,832,62,894,"3,429",122,"3,551"
138000,WESTERN CONNECTICUT STATE UNIV          ,CT,06810-6826,Public       ,"1,759",425,"2,184","4,755",801,"5,556"
138500,FAIRFIELD UNIVERSITY                    ,CT,06430-0000,Private      ,"1,885",414,"2,299","10,689",746,"11,435"
138700,HARTFORD SEMINARY                       ,CT,06105-0000,Private      ,7,25,32,13,37,50
138900,HOLY APOSTLES COLLEGE & SEMINARY        ,CT,06416-2027,Private      ,12,67,79,26,99,125
139200,MANCHESTER COMMUNITY COLLEGE            ,CT,06045-1046,Public       ,920,554,"1,474","1,793",990,"2,783"
139300,MITCHELL COLLEGE                        ,CT,06320-4498,Private      ,280,42,322,637,75,712
139700,UNIVERSITY OF NEW HAVEN                 ,CT,06516-1999,Private      ,"2,825",767,"3,592","9,370","1,624","10,994"
139800,NORTHWESTERN CT COMMUNITY COLLEGE       ,CT,06098-1747,Public       ,192,116,308,385,225,610
139900,NORWALK COMMUNITY TECHNICAL COLLEGE     ,CT,06854-1655,Public       ,503,370,873,989,680,"1,669"
140100,POST UNIVERSITY                         ,CT,06723-3240,Proprietary  ,830,"10,829","11,659","1,544","16,070","17,614"
140200,QUINNIPIAC UNIVERSITY                   ,CT,06518-1908,Private      ,"3,579","1,505","5,084","12,686","2,349","15,035"
140300,SACRED HEART UNIVERSITY                 ,CT,06825-1000,Private      ,"3,366",841,"4,207","12,465","1,434","13,899"
140600,SOUTHERN CONNECTICUT STATE UNIV         ,CT,06515-1355,Public       ,"3,456","1,611","5,067","9,120","2,924","12,044"
140900,UNIVERSITY OF SAINT JOSEPH              ,CT,06117-2791,Private      ,575,563,"1,138","1,461",849,"2,310"
141400,TRINITY COLLEGE                         ,CT,06106-3100,Private      ,490,81,571,"3,155",166,"3,321"
141600,UNIVERSITY OF BRIDGEPORT                ,CT,06601-5650,Private      ,823,805,"1,628","1,967","1,381","3,348"
141700,UNIVERSITY OF CONNECTICUT - ALL CAMPUSES,CT,06269-2151,Public       ,"13,673","3,680","17,353","43,708","6,497","50,205"
142200,UNIVERSITY OF HARTFORD                  ,CT,06117-1599,Private      ,"2,620",699,"3,319","7,895","1,212","9,107"
142400,WESLEYAN UNIVERSITY                     ,CT,06459-3208,Private      ,860,132,992,"5,454",245,"5,699"
142500,EASTERN CONNECTICUT STATE UNIV          ,CT,06226-2295,Public       ,"1,819",318,"2,137","5,584",636,"6,220"
142600,YALE UNIVERSITY                         ,CT,06520-8229,Private      ,"4,831","4,193","9,024","30,696","7,268","37,964"
280301,RENSSELAER POLYTECHNIC INSTITUTE-RENSSEL,CT,06120-2991,Private      ,15,6,21,35,11,46
451300,HOUSATONIC COMMUNITY COLLEGE            ,CT,06604-4704,Public       ,569,517,"1,086","1,186",922,"2,108"
698200,NAUGATUCK VALLEY COMM-TECH COLG         ,CT,06708-3089,Public       ,764,609,"1,373","1,653","1,168","2,821"
730300,LINCOLN TECHNICAL INSTITUTE             ,CT,06051-2904,Proprietary  ,266,595,861,479,903,"1,382"
730306,LINCOLN TECHNICAL INSTITUTE - EAST WINDS,CT,06088-9631,Proprietary  ,268,178,446,510,268,778
730500,PORTER AND CHESTER INSTITUTE OF HAMDEN  ,CT,06514-4132,Proprietary  ,85,138,223,146,261,407
745900,PAIER COLLEGE                           ,CT,06604-3902,Proprietary  ,60,39,99,137,80,217
763500,CAPITAL COMMUNITY COLLEGE               ,CT,06103-1207,Public       ,"1,470","1,457","2,927","2,897","2,675","5,572"
803700,GATEWAY COMMUNITY COLLEGE               ,CT,06510-0000,Public       ,"1,069",976,"2,045","2,231","1,798","4,029"
803800,MIDDLESEX COMMUNITY CLG                 ,CT,06457-4889,Public       ,380,211,591,762,397,"1,159"
887300,PAUL MITCHELL THE SCHOOL DANBURY        ,CT,06810-6716,Proprietary  ,10,7,17,19,17,36
927700,E C GOODWIN TECHNICAL HIGH SCHOOL       ,CT,06053-0000,Public       ,33,12,45,53,17,70
976400,TUNXIS COMMUNITY COLLEGE                ,CT,06032-3187,Public       ,614,376,990,"1,246",680,"1,926"
976500,THREE RIVERS COMMUNITY COLLEGE          ,CT,06360-6598,Public       ,426,352,778,877,665,"1,542"
1053000,QUINEBAUG VALLEY COMMUNITY COLLEGE      ,CT,06239-1440,Public       ,196,135,331,355,221,576
1077900,PORTER AND CHESTER INSTITUTE-ALLCAMPUSES,CT,06615-0000,Proprietary  ,233,466,699,445,906,"1,351"
1115000,ASNUNTUCK COMMUNITY COLLEGE             ,CT,06082-3800,Public       ,229,124,353,435,204,639
1242500,STONE ACADEMY                           ,CT,06516-4049,Proprietary  ,11,29,40,22,53,75
1242503,STONE ACADEMY -WATERBURY                ,CT,06705-3823,Proprietary  ,8,27,35,27,46,73
1242504,STONE ACADEMY -  EAST HARTFORD          ,CT,06118-0000,Proprietary  ,10,78,88,36,151,187
2106600,AMERICAN INSTITUTE                      ,CT,06110-1922,Proprietary  ,38,123,161,71,194,265
2112700,"NORTH HAVEN ACADEMY, LLC                ",CT,06473-3108,Proprietary  ,33,46,79,57,69,126
2202500,NEW ENGLAND TRACTOR TRAILER SCH         ,CT,06071-2036,Proprietary  ,7,22,29,7,29,36
2244900,GOODWIN COLLEGE                         ,CT,06118-9980,Private      ,298,"1,650","1,948",528,"2,299","2,827"
2245300,HOWELL CHENEY TECHNICAL HIGH SCHOOL     ,CT,06040-0000,Public       ,6,3,9,14,3,17
2296100,YALE-NEW HAVEN HOSP DIETETIC INTERN     ,CT,06510-8900,Private      ,9,14,23,26,21,47
2316600,CORTIVA INSTITUTE                       ,CT,06111-0000,Proprietary  ,20,43,63,26,56,82
2565000,PLATT TECHNICAL HIGH SCHOOL             ,CT,06460-2105,Public       ,3,6,9,8,7,15
3094800,INDUSTRIAL MANAGEMENT & TRAINING        ,CT,06706-1211,Proprietary  ,18,16,34,27,21,48
3234300,CHARTER OAK STATE COLLEGE               ,CT,06053-2150,Public       ,82,502,584,154,999,"1,153"
4104300,ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO,CT,06492-0000,Proprietary  ,49,73,122,71,121,192
4128800,BRANFORD ACADEMY OF HAIR & COSMETOLOGY  ,CT,06405-0000,Proprietary  ,25,21,46,45,43,88
4145400,OXFORD ACADEMY OF HAIR DESIGN           ,CT,06483-2911,Proprietary  ,22,25,47,40,42,82
4148400,TIGI HAIRDRESSING ACADEMY GUILFORD      ,CT,06437-0000,Proprietary  ,10,11,21,24,20,44
4152400,INTERNATIONAL INSTITUTE OF COSMETOLOGY  ,CT,06109-0000,Proprietary  ,49,57,106,95,97,192
4219200,ACE COSMETOLOGY AND BARBER TRAINING CENT,CT,06705-0000,Proprietary  ,15,13,28,24,23,47
4224200,BELLE ACADEMY OF COSMETOLOGY            ,CT,06704-0135,Proprietary  ,20,22,42,33,43,76
4230900,RICCI'S TONI & GUY HAIRDRESSING ACADEMY ,CT,06470-0000,Proprietary  ,14,14,28,18,27,45
4249800,DOLCE THE ACADEMY                       ,CT,06705-3271,Proprietary  ,20,18,38,35,30,65
4279000,AMERICAN INSTITUTE OF HEALTHCARE & TECHN,CT,06615-7149,Proprietary  ,16,35,51,38,72,110
146600,BARRY UNIVERSITY                        ,FL,33161-6695,Private      ,"1,455","1,482","2,937","4,286","2,545","6,831"
146601,BARRY UNIVERSITY - ORLANDO              ,FL,32807-3673,Private      ,146,481,627,438,788,"1,226"
146700,BETHUNE COOKMAN UNIVERSITY              ,FL,32114-3099,Private      ,"1,578",404,"1,982","5,582",895,"6,477"
146800,ST THOMAS UNIVERSITY                    ,FL,33054-0000,Private      ,954,990,"1,944","2,499","1,614","4,113"
146900,FLORIDA INSTITUTE OF TECHNOLOGY         ,FL,32901-6988,Private      ,"1,846","1,441","3,287","6,992","2,383","9,375"
147000,EASTERN FLORIDA STATE COLLEGE           ,FL,32922-6503,Public       ,"1,229","1,642","2,871","2,735","2,744","5,479"
147100,COLLEGE OF CENTRAL FLORIDA              ,FL,34474-4415,Public       ,901,"1,054","1,955","2,222","1,924","4,146"
147200,CHIPOLA  COLLEGE                        ,FL,32446-2053,Public       ,189,185,374,384,290,674
147500,DAYTONA STATE COLLEGE                   ,FL,32114-2800,Public       ,"1,644","2,052","3,696","3,324","3,412","6,736"
147700,FLORIDA SOUTHWESTERN STATE COLLEGE      ,FL,33919-5566,Public       ,"1,980","1,400","3,380","4,956","2,817","7,773"
147800,EDWARD WATERS UNIVERSITY                ,FL,32209-6199,Private      ,471,276,747,"1,294",529,"1,823"
147900,EMBRY-RIDDLE AERONAUTICAL UNIV          ,FL,32114-3900,Private      ,"3,327","2,581","5,908","12,184","4,682","16,866"
148000,FLORIDA A & M UNIVERSITY                ,FL,32307-3100,Public       ,"6,727","2,173","8,900","28,786","5,366","34,152"
148100,FLORIDA ATLANTIC UNIVERSITY             ,FL,33431-6498,Public       ,"8,273","3,312","11,585","32,804","7,741","40,545"
148101,FLORIDA ATLANTIC UNIVERSITY/DAVIE       ,FL,33314-0000,Public       ,620,652,"1,272","1,812","1,407","3,219"
148103,FLORIDA ATLANTIC UNIV-JUPITER/PSL       ,FL,33458-0000,Public       ,331,159,490,"1,032",351,"1,383"
148200,FLORIDA COLLEGE                         ,FL,33617-5578,Private      ,139,29,168,360,44,404
148400,FLORIDA STATE COLLEGE AT JACKSONVILLE   ,FL,32202-4030,Public       ,"2,348","5,177","7,525","5,186","8,454","13,640"
148500,COLLEGE OF THE FLORIDA KEYS (THE)       ,FL,33040-4397,Public       ,113,117,230,307,291,598
148600,FLORIDA MEMORIAL UNIVERSITY             ,FL,33054-6199,Private      ,"1,171",277,"1,448","3,309",587,"3,896"
148700,ECKERD COLLEGE                          ,FL,33711-4744,Private      ,919,118,"1,037","3,642",226,"3,868"
148800,FLORIDA SOUTHERN COLLEGE                ,FL,33801-5698,Private      ,"1,398",349,"1,747","5,311",652,"5,963"
148900,FLORIDA STATE UNIVERSITY                ,FL,32306-2430,Public       ,"12,569","4,672","17,241","67,464","12,423","79,887"
149000,GULF COAST STATE COLLEGE                ,FL,32401-1058,Public       ,507,670,"1,177","1,241","1,379","2,620"
149300,INDIAN RIVER STATE COLLEGE              ,FL,34981-5596,Public       ,"1,559","1,606","3,165","3,239","2,705","5,944"
149500,JACKSONVILLE UNIVERSITY                 ,FL,32211-3394,Private      ,"1,416",935,"2,351","4,432","1,683","6,115"
149900,ALTIERUS CAREER COLLEGE                 ,FL,33614-5801,Private      ,34,78,112,62,123,185
150000,BROWARD COLLEGE- DOWNTOWN CTR           ,FL,33301-2298,Public       ,"3,790","4,711","8,501","9,354","8,961","18,315"
150100,FLORIDA GATEWAY COLLEGE                 ,FL,32025-2007,Public       ,326,468,794,713,"1,006","1,719"
150200,LAKE SUMTER COMMUNITY COLLEGE           ,FL,34788-8751,Public       ,517,583,"1,100","1,187",994,"2,181"
150400,"STATE COLLEGE OF FLORIDA, MANATEE-SARASO",FL,34207-3596,Public       ,"1,067","1,094","2,161","2,380","1,835","4,215"
150500,LYNN UNIVERSITY                         ,FL,33431-5598,Private      ,"1,331",402,"1,733","4,102",660,"4,762"
150600,MIAMI DADE COLLEGE ADMINISTRATION ONLY  ,FL,33132-2297,Public       ,104,147,251,227,270,497
150601,MIAMI DADE COLLEGE - NORTH CAMPUS       ,FL,33167-3495,Public       ,"1,969","2,226","4,195","4,879","3,889","8,768"
150602,MIAMI DADE COLLEGE - KENDALL CAMPUS     ,FL,33176-3393,Public       ,"3,119","1,989","5,108","7,761","3,522","11,283"
150603,MIAMI DADE COLLEGE -  WOLFSON CAMPUS    ,FL,33132-2296,Public       ,"1,520","1,609","3,129","3,644","2,807","6,451"
150604,MIAMI DADE COLLEGE - MEDICAL CAMPUS     ,FL,33127-4693,Public       ,787,"1,313","2,100","2,079","2,334","4,413"
150605,MIAMI DADE COLLEGE - HOMESTEAD CAMPUS   ,FL,33030-6009,Public       ,968,837,"1,805","2,387","1,490","3,877"
150606,MIAMI DADE COLLEGE - EDUARDO J. PADRON C,FL,33135-0000,Public       ,879,923,"1,802","2,089","1,617","3,706"
150607,MIAMI DADE COLLEGE - HIALEAH CAMPUS     ,FL,33012-2918,Public       ,"1,281",852,"2,133","2,928","1,469","4,397"
150608,MIAMI DADE COLLEGE - WEST CAMPUS        ,FL,33178-4856,Public       ,810,558,"1,368","1,817",964,"2,781"
150800,NORTH FLORIDA COMMUNITY COLLEGE         ,FL,32340-1699,Public       ,154,165,319,282,306,588
150900,NOVA SOUTHEASTERN UNIVERSITY            ,FL,33314-7796,Private      ,"2,983","5,274","8,257","11,950","9,349","21,299"
151000,NORTHWEST FLORIDA STATE COLLEGE         ,FL,32578-1295,Public       ,370,607,977,900,"1,117","2,017"
151200,PALM BEACH STATE COLLEGE                ,FL,33461-4796,Public       ,"2,547","2,896","5,443","6,198","4,970","11,168"
151300,PENSACOLA STATE COLLEGE                 ,FL,32504-8998,Public       ,930,"1,579","2,509","2,191","3,061","5,252"
151400,POLK STATE COLLEGE                      ,FL,33881-4256,Public       ,"1,255","1,411","2,666","2,729","2,464","5,193"
151500,ROLLINS COLLEGE                         ,FL,32789-4499,Private      ,"1,157",272,"1,429","4,753",521,"5,274"
151900,SANTA FE COLLEGE                        ,FL,32606-6200,Public       ,"1,895","1,359","3,254","5,097","2,817","7,914"
152000,SEMINOLE STATE COLLEGE OF FLORIDA       ,FL,32773-6199,Public       ,"1,810","2,024","3,834","3,942","3,662","7,604"
152100,SOUTHEASTERN UNIVERSITY                 ,FL,33801-6099,Private      ,"1,376",684,"2,060","3,354","1,159","4,513"
152200,SOUTH FLORIDA STATE COLLEGE             ,FL,33825-9399,Public       ,387,414,801,945,802,"1,747"
152300,SAINT JOHNS RIVER STATE COLLEGE         ,FL,32177-3897,Public       ,525,596,"1,121","1,251","1,153","2,404"
152600,SAINT LEO UNIVERSITY                    ,FL,33574-6665,Private      ,"1,195","1,747","2,942","3,311","3,697","7,008"
152800,ST. PETERSBURG COLLEGE                  ,FL,33760-3768,Public       ,"1,754","3,171","4,925","4,155","6,411","10,566"
153100,STETSON UNIVERSITY                      ,FL,32723-3761,Private      ,"1,273",247,"1,520","4,474",535,"5,009"
153101,STETSON UNIVERSITY - COLLEGE OF LAW     ,FL,33707-3299,Private      ,50,560,610,165,"1,015","1,180"
153300,TALLAHASSEE COMMUNITY COLLEGE           ,FL,32304-2895,Public       ,"1,709","1,194","2,903","4,371","2,320","6,691"
153500,UNIVERSITY OF FLORIDA                   ,FL,32611-3150,Public       ,"13,552","7,284","20,836","69,465","15,737","85,202"
153600,UNIVERSITY OF MIAMI                     ,FL,33146-6531,Private      ,"7,605","2,163","9,768","39,189","4,489","43,678"
153601,UNIV OF MIAMI SCHOOL OF LAW             ,FL,33124-0000,Private      ,35,914,949,142,"1,545","1,687"
153602,UNIV OF MIAMI-SCH OF MEDICINE           ,FL,33136-0000,Private      ,129,495,624,544,876,"1,420"
153700,UNIVERSITY OF SOUTH FLORIDA SYSTEM      ,FL,33620-6960,Public       ,"13,578","6,406","19,984","52,432","13,911","66,343"
153800,UNIVERSITY OF TAMPA (THE)               ,FL,33606-1490,Private      ,"5,474",772,"6,246","23,174","1,763","24,937"
154000,WEBBER INTERNATIONAL UNIVERSITY         ,FL,33827-0096,Private      ,679,150,829,"1,548",271,"1,819"
173308,NATIONAL-LOUIS UNIVERSITY               ,FL,33609-0000,Private      ,11,94,105,27,151,178
177201,TRINITY INTERNATIONAL UNIVERSITY - SOUTH,FL,33324-4611,Private      ,10,61,71,25,97,122
395400,UNIV OF CENTRAL FLORIDA                 ,FL,32816-0001,Public       ,"17,516","7,926","25,442","72,502","17,014","89,516"
395500,UNIVERSITY OF WEST FLORIDA              ,FL,32514-5750,Public       ,"2,390","2,514","4,904","7,638","4,241","11,879"
558500,LIVELY TECHNICAL COLLEGE                ,FL,32304-0000,Public       ,157,247,404,359,460,819
558600,LINDSEY HOPKINS TECHNICAL COLLEGE       ,FL,33127-4618,Public       ,63,124,187,127,203,330
559400,D G ERWIN TECHNICAL CENTER              ,FL,33610-8255,Public       ,173,277,450,316,481,797
560500,PINELLAS TECHNICAL COLLEGE - CLEARWATER ,FL,33760-2194,Public       ,144,249,393,272,397,669
560700,SUNCOAST TECHNICAL COLLEGE              ,FL,34233-0000,Public       ,93,137,230,204,234,438
