index,OPE ID,School,City,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
2963,37233,CULINARY INSTITUTE LENOTRE,HOUSTON,TX,77022,Proprietary,Subsidized,79,79,261791,92,100831
17310,1360,METROPOLITAN STATE UNIVERSITY OF DENVER,DENVER,CO,80204,Public,Grad Plus,17,18,201568,18,100787
2962,5760,NORTHERN MAINE COMMUNITY COLLEGE,PRESQUE ISLE,ME,4769,Public,Subsidized,56,56,201539,56,100769
6330,21609,PCI ACADEMY,,IA,,Proprietary,Unsubsidized - Undergraduate,56,66,194216,70,100626
13429,2014,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,NEW ORLEANS,LA,70112,Public,Parent Plus,13,15,189549,15,100614
2075,30116,FORTIS INSTITUTE,SCRANTON,PA,18509,Proprietary,Subsidized,76,76,251479,85,100506
2973,30054,GEORGIA CAREER INSTITUTE,CONYERS,GA,30013,Proprietary,Subsidized,72,72,198135,77,100305
4403,1305,STANFORD UNIVERSITY,STANFORD,CA,94305,Private-Nonprofit,Unsubsidized - Undergraduate,57,57,300807,57,100267
12891,1088,LYON COLLEGE,BATESVILLE,AR,72501,Private-Nonprofit,Parent Plus,29,29,284295,29,100208
17724,2053,UNIVERSITY OF MAINE,ORONO,ME,4469,Public,Grad Plus,21,21,194483,21,100201
18929,4759,CUNY YORK COLLEGE,JAMAICA,NY,11451,Public,Grad Plus,10,12,200371,12,100185
14340,9651,TEXAS A&M INTERNATIONAL UNIVERSITY,LAREDO,TX,78041,Public,Parent Plus,26,29,193148,29,99979
16055,41976,"FLORIDA INSTITUTE OF RECORDING, SOUND AND TECHNOLOGY",,FL,,Proprietary,Parent Plus,12,12,199946,12,99975
2185,4480,DE ANZA COMMUNITY COLLEGE,CUPERTINO,CA,95014,Public,Subsidized,103,103,390167,105,99886
1712,3936,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PONCE,PR,717,Private-Nonprofit,Subsidized,58,58,108844,114,99844
7439,30425,CARRINGTON COLLEGE,PORTLAND,OR,97232,Proprietary,Unsubsidized - Undergraduate,83,83,199174,140,99672
4007,42236,ACADEMY OF INTERACTIVE ENTERTAINMENT,SEATTLE,WA,98109,Private-Nonprofit,Subsidized,49,49,199322,49,99661
2403,22980,DESIGN INSTITUTE OF SAN DIEGO,,CA,,Proprietary,Subsidized,45,45,199127,45,99564
14991,1499,ALTIERUS CAREER COLLEGE,,FL,,Private-Nonprofit,Parent Plus,39,39,198866,40,99544
6913,38913,SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,CHICAGO,IL,60604,Proprietary,Unsubsidized - Undergraduate,38,38,199017,38,99509
7047,10906,CINCINNATI COLLEGE OF MORTUARY SCIENCE,CINCINNATI,OH,45224,Private-Nonprofit,Unsubsidized - Undergraduate,35,35,201682,35,99466
12011,37243,DIGIPEN INSTITUTE OF TECHNOLOGY,REDMOND,WA,98052,Proprietary,Unsubsidized - Graduate,10,10,178373,10,99437
6615,8133,ZANE STATE COLLEGE,ZANESVILLE,OH,43701,Public,Unsubsidized - Undergraduate,71,84,242282,97,99362
8983,1745,QUINCY UNIVERSITY,QUINCY,IL,62301,Private-Nonprofit,Unsubsidized - Graduate,19,19,216621,19,99331
3438,22809,MID-ATLANTIC CHRISTIAN UNIVERSITY,,NC,,Private-Nonprofit,Subsidized,93,93,198543,93,99274
6902,7738,SOUTHERN ARKANSAS UNIVERSITY TECH,CAMDEN,AR,71701,Public,Unsubsidized - Undergraduate,81,81,200647,81,99199
3129,1026,MARION MILITARY INSTITUTE,MARION,AL,36756,Public,Subsidized,57,57,192593,57,99173
7544,12744,SOUTHSIDE COLLEGE OF HEALTH SCIENCES,PETERSBURG,VA,23803,Proprietary,Unsubsidized - Undergraduate,40,40,186185,40,99008
13606,20603,MIAT COLLEGE OF TECHNOLOGY,,MI,,Proprietary,Parent Plus,33,33,271747,37,98796
15600,13016,OGLE SCHOOL HAIR SKIN NAILS,ARLINGTON,TX,76013,Proprietary,Parent Plus,26,26,185315,29,98785
19423,9192,SIERRA NEVADA COLLEGE,INCLINE VILLAGE,NV,89451,Private-Nonprofit,Grad Plus,11,11,185207,12,98783
6525,22023,PITTSBURGH CAREER INSTITUTE,,PA,,Proprietary,Unsubsidized - Undergraduate,65,72,241547,85,98504
18520,3458,AUGUSTANA UNIVERSITY,SIOUX FALLS,SD,57197,Private-Nonprofit,Grad Plus,10,11,195660,11,97833
6824,22378,SPECS HOWARD SCHOOL OF MEDIA ARTS,,MI,,Proprietary,Unsubsidized - Undergraduate,62,62,172457,79,97832
19922,22666,ST GEORGE'S HOSPITAL MEDICAL SCHOOL,,,,Foreign-Public,Grad Plus,5,5,293302,5,97766
15676,2911,BENNETT COLLEGE,GREENSBORO,NC,27401,Private-Nonprofit,Parent Plus,10,10,195490,10,97744
6583,41443,INSTITUTE OF CULINARY EDUCATION,NEW YORK,NY,10281,Proprietary,Unsubsidized - Undergraduate,58,58,193373,58,97632
14918,25964,SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY,INGLEWOOD,CA,90301,Proprietary,Parent Plus,18,19,194961,19,97486
7084,1362,OTERO JUNIOR COLLEGE,LA JUNTA,CO,81050,Public,Unsubsidized - Undergraduate,75,85,382252,85,97343
13252,1693,NORTHEASTERN ILLINOIS UNIVERSITY,CHICAGO,IL,60625,Public,Parent Plus,13,13,194663,13,97333
16150,23580,THOMAS AQUINAS COLLEGE,SANTA PAULA,CA,93060,Private-Nonprofit,Parent Plus,15,15,194662,15,97331
15012,21316,PENNCO TECH,,NJ,,Proprietary,Parent Plus,26,26,173855,32,97269
2510,35373,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,LONG ISLAND CITY,NY,11101,Proprietary,Subsidized,46,46,156019,57,97260
19454,10599,INSTITUT D'ETUDES POLITIQUES DE PARIS,,,,Foreign-Public,Grad Plus,15,15,194440,15,97220
14658,1106,WILLIAMS BAPTIST UNIVERSITY,WALNUT RIDGE,AR,72476,Private-Nonprofit,Parent Plus,22,22,121180,22,97208
7546,31263,AVIATION INSTITUTE OF MAINTENANCE,CHESAPEAKE,VA,23320,Proprietary,Unsubsidized - Undergraduate,39,39,186749,41,97208
18426,3270,GWYNEDD MERCY UNIVERSITY,GWYNEDD VALLEY,PA,19437,Private-Nonprofit,Grad Plus,8,8,177273,8,97141
7470,4117,GRADY HEALTH SYSTEM,ATLANTA,GA,30303,Public,Unsubsidized - Undergraduate,37,43,291291,43,97098
14334,42485,TEXAS A&M UNIVERSITY-SAN ANTONIO,SAN ANTONIO,TX,78224,Public,Parent Plus,18,18,188447,19,97035
8721,1342,WHITTIER COLLEGE,WHITTIER,CA,90601,Private-Nonprofit,Unsubsidized - Graduate,11,11,189435,11,96833
15191,10720,RYERSON UNIVERSITY,,,,Foreign-Public,Parent Plus,7,7,177308,7,96786
9248,2217,STONEHILL COLLEGE,EASTON,MA,2357,Private-Nonprofit,Unsubsidized - Graduate,15,15,273859,15,96609
6784,35373,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,LONG ISLAND CITY,NY,11101,Proprietary,Unsubsidized - Undergraduate,44,44,164847,54,96516
2241,31060,MISSOURI STATE UNIVERSITY - WEST PLAINS,WEST PLAINS,MO,65775,Public,Subsidized,57,57,192459,57,96506
7235,34633,CAREERS UNLIMITED,OREM,UT,84058,Proprietary,Unsubsidized - Undergraduate,39,39,190001,39,96501
10347,3066,LAKE ERIE COLLEGE,PAINESVILLE,OH,44077,Private-Nonprofit,Unsubsidized - Graduate,11,11,197293,11,96240
2068,8880,MORRISON INSTITUTE OF TECHNOLOGY,MORRISON,IL,61270,Private-Nonprofit,Subsidized,50,50,183422,50,96193
6780,42349,AMG SCHOOL OF LICENSE PRACTICAL NURSING,BROOKLYN,NY,11201,Proprietary,Unsubsidized - Undergraduate,34,34,190334,36,96084
17254,1251,OTIS COLLEGE OF ART AND DESIGN,LOS ANGELES,CA,90045,Private-Nonprofit,Grad Plus,7,7,192072,7,96037
6415,2627,PRINCETON UNIVERSITY,PRINCETON,NJ,8544,Private-Nonprofit,Unsubsidized - Undergraduate,36,36,192000,36,96000
14060,3154,EAST CENTRAL UNIVERSITY,ADA,OK,74820,Public,Parent Plus,18,18,191946,18,95974
6098,5019,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,MAYAGUEZ,PR,681,Private-Nonprofit,Unsubsidized - Undergraduate,52,52,183400,58,95950
6727,21122,GREAT LAKES INSTITUTE OF TECHNOLOGY,,PA,,Proprietary,Unsubsidized - Undergraduate,48,48,223558,52,95929
7444,12092,KENNETH SHULER SCHOOL OF COSMETOLOGY,ROCK HILL,SC,29732,Proprietary,Unsubsidized - Undergraduate,43,43,183463,43,95911
6933,22346,ATLANTIC BEAUTY & SPA ACADEMY,,NJ,,Proprietary,Unsubsidized - Undergraduate,30,30,181333,32,95833
15290,1095,CROWLEY'S RIDGE COLLEGE,PARAGOULD,AR,72450,Private-Nonprofit,Parent Plus,21,21,191113,21,95561
2209,2710,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),NEW YORK,NY,10003,Private-Nonprofit,Subsidized,44,44,191015,44,95509
14594,31763,AVIATION INSTITUTE OF MAINTENANCE,INDIANAPOLIS,IN,46241,Proprietary,Parent Plus,26,28,190964,28,95488
18491,3423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",CHARLESTON,SC,29409,Public,Grad Plus,13,14,190958,14,95481
5925,3801,WENATCHEE VALLEY COLLEGE,WENATCHEE,WA,98801,Public,Unsubsidized - Undergraduate,54,54,307621,54,95469
176,11460,NATIONAL UNIVERSITY - LA JOLLA,LA JOLLA,CA,92037,Private-Nonprofit,Subsidized,49,49,182873,56,95341
10597,4799,MONROE COLLEGE,BRONX,NY,10468,Proprietary,Unsubsidized - Graduate,17,17,177912,17,95337
15292,40764,GNOMON,HOLLYWOOD,CA,90038,Proprietary,Parent Plus,10,10,300762,10,95259
2834,31249,PAUL MITCHELL THE SCHOOL - LITTLE ROCK,NORTH LITTLE ROCK,AR,72117,Proprietary,Subsidized,58,58,180154,63,95202
7118,41604,ANGELES COLLEGE,LOS ANGELES,CA,90010,Proprietary,Unsubsidized - Undergraduate,38,38,190348,38,95174
15767,41416,OMEGA STUDIOS' SCHOOL OF APPLIED RECORDING ARTS & SCIENCES,ROCKVILLE,MD,20852,Proprietary,Parent Plus,6,6,190280,6,95141
6932,8494,HOHOKUS SCHOOL OF TRADE AND TECHNICAL SCIENCES,PATERSON,NJ,7513,Proprietary,Unsubsidized - Undergraduate,47,47,165085,64,95135
18920,5019,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,MAYAGUEZ,PR,681,Private-Nonprofit,Grad Plus,26,26,190250,26,95125
3350,42447,MED ACADEMY,HIALEAH,FL,33018,Proprietary,Subsidized,49,50,174098,78,95111
3506,33463,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,WEST PALM BEACH,FL,33417,Private-Nonprofit,Subsidized,45,45,140885,69,95066
3193,30745,EAST WEST COLLEGE OF THE HEALING ARTS,PORTLAND,OR,97232,Proprietary,Subsidized,85,86,188734,86,95010
6979,26031,"CRAVE BEAUTY ACADEMY,LLC",WICHITA,KS,67203,Proprietary,Unsubsidized - Undergraduate,37,41,184861,44,95010
2547,30431,THOMAS MORE COLLEGE OF LIBERAL ARTS,MERRIMACK,NH,3054,Private-Nonprofit,Subsidized,43,43,190000,43,95001
17513,1781,WHEATON COLLEGE,WHEATON,IL,60187,Private-Nonprofit,Grad Plus,12,12,178063,12,94941
6607,22385,CENTRAL OKLAHOMA COLLEGE,,OK,,Proprietary,Unsubsidized - Undergraduate,78,78,271866,86,94882
9103,1945,STERLING COLLEGE,STERLING,KS,67579,Private-Nonprofit,Unsubsidized - Graduate,10,10,192180,10,94805
7883,41850,COLORADO ACADEMY OF VETERINARY TECHNOLOGY,COLORADO SPRINGS,CO,80906,Proprietary,Unsubsidized - Undergraduate,31,36,144189,61,94798
11863,31795,TEXAS HEALTH AND SCIENCE UNIVERSITY,AUSTIN,TX,78704,Proprietary,Unsubsidized - Graduate,10,10,179250,10,94750
3355,38563,UNIVERSAL CAREER SCHOOL,SWEETWATER,FL,33174,Proprietary,Subsidized,36,36,189415,36,94709
7429,33614,FORTIS COLLEGE,FOLEY,AL,36535,Proprietary,Unsubsidized - Undergraduate,56,59,261604,63,94697
10959,11226,AARHUS UNIVERSITY,,,,Foreign-Public,Unsubsidized - Graduate,10,10,182691,10,94691
2092,2297,MUSKEGON COMMUNITY COLLEGE,MUSKEGON,MI,49442,Public,Subsidized,132,137,439582,137,94600
2212,21506,COSMETOLOGY AND SPA ACADEMY,,IL,,Proprietary,Subsidized,54,54,183085,56,94545
10675,8370,UNIVERSITY OF VICTORIA,,,,Foreign-Public,Unsubsidized - Graduate,12,12,143585,12,94482
6645,41472,TRICOCI UNIVERSITY OF BEAUTY CULTURE,BRIDGEVIEW,IL,60455,Proprietary,Unsubsidized - Undergraduate,42,42,188920,42,94454
7627,11596,SYLVAIN MELLOUL INTERNATIONAL HAIR ACADEMY,LYNCHBURG,VA,24502,Proprietary,Unsubsidized - Undergraduate,42,42,187995,48,94439
9427,2460,CULVER-STOCKTON COLLEGE,CANTON,MO,63435,Private-Nonprofit,Unsubsidized - Graduate,21,21,349529,21,94381
14888,32943,BLUE CLIFF COLLEGE,METAIRIE,LA,70002,Proprietary,Parent Plus,21,21,188319,26,94282
12965,42788,LOS ANGELES PACIFIC UNIVERSITY,SAN DIMAS,CA,91773,Private-Nonprofit,Parent Plus,11,11,286130,11,94235
18165,2777,MEDAILLE COLLEGE,BUFFALO,NY,14214,Private-Nonprofit,Grad Plus,18,20,178499,20,94211
17714,2015,UNIVERSITY OF NEW ORLEANS (THE),NEW ORLEANS,LA,70148,Public,Grad Plus,19,19,187210,19,94093
3177,30650,PAUL MITCHELL THE SCHOOL RICHLAND,RICHLAND,WA,99352,Proprietary,Subsidized,58,58,186526,58,94040
6783,21211,MIDWEST INSTITUTE,,MO,,Proprietary,Unsubsidized - Undergraduate,35,41,188000,41,94000
19021,39493,WON INSTITUTE OF GRADUATE STUDIES,,PA,,Private-Nonprofit,Grad Plus,15,15,227970,15,93855
7132,4024,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,ROME,GA,30161,Public,Unsubsidized - Undergraduate,181,181,554189,186,93816
13793,2654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,SOCORRO,NM,87801,Public,Parent Plus,15,15,172880,15,93792
2850,22042,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS",,TN,,Proprietary,Subsidized,78,78,236534,87,93786
7260,22554,TONI&GUY HAIRDRESSING ACADEMY,,CA,,Proprietary,Unsubsidized - Undergraduate,40,40,178686,42,93695
13589,4692,DORSEY SCHOOL OF BUSINESS,MADISON HEIGHTS,MI,48071,Proprietary,Parent Plus,40,40,215435,50,93640
17357,1460,TRINITY WASHINGTON UNIVERSITY,WASHINGTON,DC,20017,Private-Nonprofit,Grad Plus,20,21,203570,21,93461
14901,1504,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA",BRADENTON,FL,34207,Public,Parent Plus,13,13,240026,13,93419
13868,2687,CUNY BROOKLYN COLLEGE,BROOKLYN,NY,11210,Public,Parent Plus,12,12,179370,14,93416
2616,6421,JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,PLAINFIELD,NJ,7061,Private-Nonprofit,Subsidized,29,29,127663,44,93413
15376,21232,AVEDA ARTS & SCIENCES INSTITUTE MINNEAPOLIS,,MN,,Proprietary,Parent Plus,17,17,186783,17,93390
3133,34003,QUEST COLLEGE,SAN ANTONIO,TX,78229,Proprietary,Subsidized,59,59,171519,71,93314
10621,3467,PRESENTATION COLLEGE,ABERDEEN,SD,57401,Private-Nonprofit,Unsubsidized - Graduate,14,14,188974,14,93312
7806,38163,ARTISTIC NAILS & BEAUTY ACADEMY,TAMPA,FL,33605,Proprietary,Unsubsidized - Undergraduate,38,38,171485,42,93156
6980,31153,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES,BATAVIA,NY,14020,Public,Unsubsidized - Undergraduate,32,33,136063,46,93120
14831,12050,ROSEDALE TECHNICAL COLLEGE,PITTSBURGH,PA,15205,Private-Nonprofit,Parent Plus,21,21,187447,21,93112
2368,6214,BLESSING HOSPITAL,QUINCY,IL,62301,Private-Nonprofit,Subsidized,38,38,154272,38,93078
17848,2282,MADONNA UNIVERSITY,LIVONIA,MI,48150,Private-Nonprofit,Grad Plus,15,15,186140,15,93070
17787,2120,MERRIMACK COLLEGE,NORTH ANDOVER,MA,1845,Private-Nonprofit,Grad Plus,13,13,142977,13,93053
2446,7265,CARL SANDBURG COLLEGE,GALESBURG,IL,61401,Public,Subsidized,63,63,186097,63,93046
9734,3110,OTTERBEIN UNIVERSITY,WESTERVILLE,OH,43081,Private-Nonprofit,Unsubsidized - Graduate,13,13,182592,13,92812
2940,23411,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS,,SC,,Proprietary,Subsidized,62,62,183883,62,92806
11787,41427,PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY,,DC,,Private-Nonprofit,Unsubsidized - Graduate,13,13,176550,13,92775
2916,3596,ODESSA COLLEGE,ODESSA,TX,79764,Public,Subsidized,100,100,308207,100,92668
13033,10148,COLORADO TECHNICAL UNIVERSITY,COLORADO SPRINGS,CO,80907,Proprietary,Parent Plus,21,21,260669,22,92432
2298,11621,AUTOMOTIVE TRAINING CENTER,EXTON,PA,19341,Proprietary,Subsidized,56,56,182261,61,92430
2340,10434,RENTON TECHNICAL COLLEGE,,WA,,Public,Subsidized,69,69,214600,94,92388
6793,1705,ILLINOIS VALLEY COMMUNITY COLLEGE,OGLESBY,IL,61348,Public,Unsubsidized - Undergraduate,48,48,184723,48,92367
7105,1173,POMONA COLLEGE,CLAREMONT,CA,91711,Private-Nonprofit,Unsubsidized - Undergraduate,38,38,184616,38,92307
16076,40924,MAKE-UP DESIGNORY,BURBANK,CA,91502,Proprietary,Parent Plus,7,7,184604,7,92305
3056,25728,VISTA COLLEGE,,TX,,Proprietary,Subsidized,87,88,291199,94,92255
10768,9428,TECHNION-ISRAEL INSTITUTE OF TECNOLOGY,,,,Foreign-Public,Unsubsidized - Graduate,9,9,184500,9,92250
3143,42052,WADE GORDON HAIRDRESSING ACADEMY,AMARILLO,TX,79109,Proprietary,Subsidized,57,57,176572,61,92163
6849,7522,CONTINENTAL SCHOOL OF BEAUTY CULTURE,ROCHESTER,NY,14623,Proprietary,Unsubsidized - Undergraduate,49,49,171514,49,92008
7534,35933,SOUTHWEST INSTITUTE OF HEALING ARTS,TEMPE,AZ,85281,Proprietary,Unsubsidized - Undergraduate,32,32,183819,32,91910
2788,22180,CARRINGTON COLLEGE,,ID,,Proprietary,Subsidized,58,58,193693,70,91813
6944,31009,LUTHER RICE COLLEGE & SEMINARY,LITHONIA,GA,30038,Private-Nonprofit,Unsubsidized - Undergraduate,30,30,179642,30,91802
17208,1138,"CALIFORNIA STATE UNIVERSITY, EAST BAY",HAYWARD,CA,94542,Public,Grad Plus,18,18,184473,18,91779
694,22316,MGH INSTITUTE OF HEALTH PROFESSIONS,,MA,,Private-Nonprofit,Subsidized,35,35,183457,35,91729
2131,8383,UNIVERSITY OF GLASGOW,,,,Foreign-Public,Subsidized,38,38,183238,38,91619
10903,10574,LONDON FILM SCHOOL,,,,Foreign-Private,Unsubsidized - Graduate,12,12,218983,12,91190
6526,10618,MID AMERICA COLLEGE OF FUNERAL SERVICE,JEFFERSONVILLE,IN,47130,Private-Nonprofit,Unsubsidized - Undergraduate,48,48,265187,49,91173
14587,8071,CONCORDE CAREER COLLEGE,GARDEN GROVE,CA,92840,Proprietary,Parent Plus,21,21,241354,21,91037
15553,30018,WELCH COLLEGE,GALLAIN,TN,37066,Private-Nonprofit,Parent Plus,12,12,160927,14,90845
2179,2265,GRACE CHRISTIAN UNIVERSITY,GRAND RAPIDS,MI,49509,Private-Nonprofit,Subsidized,47,47,173697,50,90772
3308,41348,AVEDA INSTITUTE - TALLAHASSEE,TALLAHASSEE,FL,32304,Proprietary,Subsidized,64,64,177745,67,90760
2545,10880,CHATFIELD COLLEGE,SAINT MARTIN,OH,45118,Private-Nonprofit,Subsidized,60,62,216479,67,90752
3023,8659,LORD FAIRFAX COMMUNITY COLLEGE,MIDDLETOWN,VA,22645,Public,Subsidized,48,48,181497,48,90748
2858,4024,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,ROME,GA,30161,Public,Subsidized,197,197,552932,198,90723
4794,9989,CALIFORNIA AERONAUTICAL UNIVERSITY,BAKERSFIELD,CA,93308,Proprietary,Unsubsidized - Undergraduate,76,77,269359,77,90713
14597,30691,ALLEN COLLEGE,WATERLOO,IA,50703,Private-Nonprofit,Parent Plus,11,11,159492,11,90618
6960,32253,AMERICAN UNIVERSITY OF HEALTH SCIENCES,SIGNAL HILL,CA,90755,Proprietary,Unsubsidized - Undergraduate,41,41,258884,41,90575
6955,1669,DANVILLE AREA COMMUNITY COLLEGE,DANVILLE,IL,61832,Public,Unsubsidized - Undergraduate,35,35,181101,35,90552
19426,40443,HAZELDEN GRADUATE SCHOOL OF ADDICTION STUDIES,CENTER CITY,MN,55012,Private-Nonprofit,Grad Plus,19,19,189381,19,90329
14356,23614,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,,TX,,Public,Parent Plus,16,16,180650,16,90329
7485,30891,GEORGIA INSTITUTE OF COSMETOLOGY,ATHENS,GA,30606,Proprietary,Unsubsidized - Undergraduate,39,41,173933,42,90299
6863,2655,NEW MEXICO JUNIOR COLLEGE,HOBBS,NM,88240,Public,Unsubsidized - Undergraduate,49,52,180372,52,90285
15457,30063,IBMC COLLEGE,FORT COLLINS,CO,80525,Proprietary,Parent Plus,24,24,152467,30,90262
12171,34145,ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI,FL,33176,Proprietary,Unsubsidized - Graduate,10,10,144750,14,90250
14973,11617,CENTER FOR ALLIED HEALTH EDUCATION,BROOKLYN,NY,11229,Proprietary,Parent Plus,6,6,141625,6,90225
3203,3672,ENSIGN COLLEGE,SALT LAKE CITY,UT,84101,Private-Nonprofit,Subsidized,54,54,180425,54,90210
2636,23343,EMPIRE BEAUTY SCHOOL,,OH,,Proprietary,Subsidized,51,52,164542,57,90106
19303,1568,INTERDENOMINATIONAL THEOLOGICAL CENTER,,GA,,Private-Nonprofit,Grad Plus,11,11,180131,11,90065
17108,1055,UNIVERSITY OF ALABAMA IN HUNTSVILLE,HUNTSVILLE,AL,35899,Public,Grad Plus,16,16,169586,16,90043
2268,34903,PAUL MITCHELL THE SCHOOL CHICAGO,CHICAGO,IL,60607,Proprietary,Subsidized,53,53,176094,55,90040
14842,7291,ST. LUKE'S COLLEGE,SIOUX CITY,IA,51104,Private-Nonprofit,Parent Plus,12,12,180005,12,90003
3058,39853,CDA TECHNICAL INSTITUTE,JACKSONVILLE,FL,32208,Proprietary,Subsidized,63,63,178079,63,89713
18315,3069,LOURDES UNIVERSITY,SYLVANIA,OH,43560,Private-Nonprofit,Grad Plus,11,12,179021,12,89512
17223,1253,FRESNO PACIFIC UNIVERSITY,FRESNO,CA,93702,Private-Nonprofit,Grad Plus,18,18,176020,18,89510
2354,5007,WEST VIRGINIA JUNIOR COLLEGE,MORGANTOWN,WV,26505,Proprietary,Subsidized,66,66,231101,67,89490
6366,2297,MUSKEGON COMMUNITY COLLEGE,MUSKEGON,MI,49442,Public,Unsubsidized - Undergraduate,114,121,405430,121,89488
6822,40375,ACADEMY OF HAIR DESIGN,SPRINGFIELD,MO,65804,Proprietary,Unsubsidized - Undergraduate,35,35,168521,36,89410
15436,21019,ROEHAMPTON UNIVERSITY,,,,Foreign-Public,Parent Plus,9,9,268090,9,89363
7355,41387,PAUL MITCHELL THE SCHOOL - PASADENA,PASADENA,CA,91101,Proprietary,Unsubsidized - Undergraduate,41,41,163330,45,89327
2775,22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,98661,Proprietary,Subsidized,55,55,148268,68,89264
13789,2664,WESTERN NEW MEXICO UNIVERSITY,SILVER CITY,NM,88061,Public,Parent Plus,17,17,177523,17,89203
6606,21744,TRIANGLE TECH,,PA,,Proprietary,Unsubsidized - Undergraduate,46,46,177271,47,89136
11704,30333,MANCHESTER METROPOLITAN UNIVERSITY (THE),,,,Foreign-Public,Unsubsidized - Graduate,14,14,267100,14,89028
14233,4920,TRIDENT TECHNICAL COLLEGE,CHARLESTON,SC,29423,Public,Parent Plus,26,26,221382,26,89004
14193,7912,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,,PA,,Public,Parent Plus,20,20,177956,20,88979
11017,12136,UNIVERSITY OF MANCHESTER (THE),,,,Foreign-Public,Unsubsidized - Graduate,12,12,246000,12,88830
13016,1179,NOTRE DAME DE NAMUR UNIVERSITY,BELMONT,CA,94002,Private-Nonprofit,Parent Plus,6,6,167542,6,88771
14833,7607,CONCORDE CAREER COLLEGE,NORTH HOLLYWOOD,CA,91606,Proprietary,Parent Plus,24,24,225410,26,88742
6714,22664,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,,MO,,Private-Nonprofit,Unsubsidized - Undergraduate,53,53,188749,53,88716
15239,11481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,98103,Proprietary,Parent Plus,5,5,176914,5,88667
9087,10256,BENEDICTINE COLLEGE,ATCHISON,KS,66002,Private-Nonprofit,Unsubsidized - Graduate,15,15,211601,15,88502
6561,42760,GLITZ SCHOOL OF COSMETOLOGY,LAS CRUCES,NM,88001,Proprietary,Unsubsidized - Undergraduate,43,43,173003,45,88498
9875,3282,KINGS COLLEGE,WILKES-BARRE,PA,18711,Private-Nonprofit,Unsubsidized - Graduate,13,13,88466,13,88466
7623,32643,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,DEERFIELD BEACH,FL,33441,Private-Nonprofit,Unsubsidized - Undergraduate,45,45,254796,45,88316
2739,41773,OHIO MEDICAL CAREER COLLEGE,DAYTON,OH,45417,Proprietary,Subsidized,49,49,147504,69,88262
6893,9284,BRITTANY BEAUTY SCHOOL -,LEVITTOWN,NY,11756,Proprietary,Unsubsidized - Undergraduate,46,46,177638,46,88146
10298,3465,MOUNT MARTY UNIVERSITY,YANKTON,SD,57078,Private-Nonprofit,Unsubsidized - Graduate,11,11,176218,11,88109
6870,41329,Z HAIR ACADEMY,LAWRENCE,KS,66046,Proprietary,Unsubsidized - Undergraduate,45,49,174750,50,88047
7021,20735,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,,AR,,Public,Unsubsidized - Undergraduate,73,73,309682,74,88007
7338,41800,CINTA AVEDA INSTITUTE,SAN FRANCISCO,CA,94108,Proprietary,Unsubsidized - Undergraduate,38,38,175998,38,87997
2704,26023,CENTRAL COAST COLLEGE,SALINAS,CA,93901,Proprietary,Subsidized,55,55,186141,55,87996
18548,3518,SOUTHERN ADVENTIST UNIVERSITY,COLLEGEDALE,TN,37315,Private-Nonprofit,Grad Plus,12,12,263900,12,87962
7234,41156,MAYFIELD COLLEGE,CATHEDRAL CITY,CA,92234,Proprietary,Unsubsidized - Undergraduate,37,37,175809,37,87907
13337,4595,HAWKEYE COMMUNITY COLLEGE,WATERLOO,IA,50701,Public,Parent Plus,22,22,180732,22,87888
7603,33293,JOHN CABOT UNIVERSITY,,,,Foreign-Private,Unsubsidized - Undergraduate,48,48,162830,48,87718
